card_name,route_id,on_area_name,on_lon,on_lat,on_dong,on_hour,on_minute,on_second,off_area_name,off_lon,off_lat,off_dong,off_hour,off_minute,off_second,no_transfer,total_distance,total_duration,카드번호,노선ID,승차일시
++/KLwmqY8LPmWMnMDJbleYSEri8smHLYpsAlMWRNUg=,버스,삼성산주공아파트,126.92536000000001,37.461213,1121082,16,52,35,벽산아파트1단지.호압사입구,126.920847,37.452785,1118058,16,55,10,1,1190,155,++/KLwmqY8LPmWMnMDJbleYSEri8smHLYpsAlMWRNUg=,11110242.0,20171019165235.0
++/Kc4NQeC63XX0iLdBm7/CkYfNnl+C3ejgk5SwhHdk=,지하철,보문역,127.01963300000001,37.585408,1108082,11,9,49,고속터미널역,127.004956,37.504872,1122059,11,46,22,0,11100,2193,++/Kc4NQeC63XX0iLdBm7/CkYfNnl+C3ejgk5SwhHdk=,,20171019110949.0
++/Kc4NQeC63XX0iLdBm7/CkYfNnl+C3ejgk5SwhHdk=,지하철,고속터미널역,127.004956,37.504872,1122059,15,1,20,신방화역,126.81722099999999,37.56752,1116070,15,36,57,0,19800,2137,++/Kc4NQeC63XX0iLdBm7/CkYfNnl+C3ejgk5SwhHdk=,,20171019150120.0
++/MI/QJHCugGrUS1Kj6KpxJ0L/e+mWZARzyKd2fG5c=,지하철,성신여대입구역,127.016623,37.592742,1108083,15,16,58,사당역,126.981664,37.477312,1120063,15,51,36,0,16300,2078,++/MI/QJHCugGrUS1Kj6KpxJ0L/e+mWZARzyKd2fG5c=,,20171019151658.0
++/MI/QJHCugGrUS1Kj6KpxJ0L/e+mWZARzyKd2fG5c=,지하철,사당역,126.981578,37.476556,1120063,16,20,20,낙성대역,126.963508,37.477071,1121057,16,26,47,0,1700,387,++/MI/QJHCugGrUS1Kj6KpxJ0L/e+mWZARzyKd2fG5c=,,20171019162020.0
++/MI/QJHCugGrUS1Kj6KpxJ0L/e+mWZARzyKd2fG5c=,지하철,사당역,126.981578,37.476556,1120063,22,9,19,성신여대입구역,127.016623,37.592742,1108083,22,45,30,0,16300,2171,++/MI/QJHCugGrUS1Kj6KpxJ0L/e+mWZARzyKd2fG5c=,,20171019220919.0
++/PBIVmj0LsrAbSwdwBklXluQzdEJLYzoKa8dol+l8=,버스,북부수도사업소,127.03613500000002,37.634258,1109061,10,15,49,번동주공1단지,127.04818700000001,37.62556,1109062,10,23,46,0,1475,477,++/PBIVmj0LsrAbSwdwBklXluQzdEJLYzoKa8dol+l8=,11110117.0,20171019101549.0
++/PBIVmj0LsrAbSwdwBklXluQzdEJLYzoKa8dol+l8=,버스,월계2교.참누리아파트,127.050322,37.623288,1108078,10,29,37,장곡초교,127.04858300000001,37.61615,1108076,10,35,5,1,1122,328,++/PBIVmj0LsrAbSwdwBklXluQzdEJLYzoKa8dol+l8=,11110968.0,20171019102937.0
++/PBIVmj0LsrAbSwdwBklXluQzdEJLYzoKa8dol+l8=,버스,장곡초교,127.04848999999999,37.61582,1108076,17,24,32,월계2교,127.050133,37.623825,1108078,17,28,21,0,1221,229,++/PBIVmj0LsrAbSwdwBklXluQzdEJLYzoKa8dol+l8=,11110968.0,20171019172432.0
++/PBIVmj0LsrAbSwdwBklXluQzdEJLYzoKa8dol+l8=,버스,월계2교,127.050133,37.623825,1108078,17,29,38,한성운수차고지,127.036702,37.634382,1109061,17,37,20,1,1698,462,++/PBIVmj0LsrAbSwdwBklXluQzdEJLYzoKa8dol+l8=,11110016.0,20171019172938.0
++/bKfhqyIvvR46PPneeMZ7X9h+wJ2UxSoO2Kl/hKNo=,지하철,마포구청역,126.90339399999999,37.56348,1114073,7,58,9,남부터미널역,127.01616000000001,37.485199,1122053,8,49,39,0,16800,3090,++/bKfhqyIvvR46PPneeMZ7X9h+wJ2UxSoO2Kl/hKNo=,,20171019075809.0
++/bKfhqyIvvR46PPneeMZ7X9h+wJ2UxSoO2Kl/hKNo=,버스,남부터미널,127.0156,37.484755,1122053,8,52,34,예술의전당,127.014055,37.48113,1122053,8,57,11,1,750,277,++/bKfhqyIvvR46PPneeMZ7X9h+wJ2UxSoO2Kl/hKNo=,11110746.0,20171019085234.0
++/bKfhqyIvvR46PPneeMZ7X9h+wJ2UxSoO2Kl/hKNo=,지하철,남부터미널역,127.01616000000001,37.485199,1122053,18,28,59,동대입구역,127.00530800000001,37.55907,1102058,18,52,53,0,10500,1434,++/bKfhqyIvvR46PPneeMZ7X9h+wJ2UxSoO2Kl/hKNo=,,20171019182859.0
++/bKfhqyIvvR46PPneeMZ7X9h+wJ2UxSoO2Kl/hKNo=,지하철,동대입구역,127.00530800000001,37.55907,1102058,21,9,34,마포구청역,126.90339399999999,37.56348,1114073,21,40,47,0,10900,1873,++/bKfhqyIvvR46PPneeMZ7X9h+wJ2UxSoO2Kl/hKNo=,,20171019210934.0
++/kL/lVeuVyeJcZnUoMZfiKi4gRlTG1PHzL7u3HRLU=,버스,강일중선사고.양지종합시장,127.13609299999999,37.554623,1125072,7,45,50,고덕역,127.154997,37.555040000000005,1125054,7,54,38,0,1673,528,++/kL/lVeuVyeJcZnUoMZfiKi4gRlTG1PHzL7u3HRLU=,11110038.0,20171019074550.0
++/kL/lVeuVyeJcZnUoMZfiKi4gRlTG1PHzL7u3HRLU=,지하철,고덕역,127.15416599999999,37.55502,1125055,7,55,51,숙대입구역,126.97211999999999,37.544576,1103071,8,42,54,1,20500,2823,++/kL/lVeuVyeJcZnUoMZfiKi4gRlTG1PHzL7u3HRLU=,,20171019075551.0
++/kL/lVeuVyeJcZnUoMZfiKi4gRlTG1PHzL7u3HRLU=,버스,원효로우체국,126.966932,37.53866,1103072,9,12,46,원효로3가,126.95818500000001,37.534087,1103057,9,16,2,0,932,196,++/kL/lVeuVyeJcZnUoMZfiKi4gRlTG1PHzL7u3HRLU=,11110024.0,20171019091246.0
++/kL/lVeuVyeJcZnUoMZfiKi4gRlTG1PHzL7u3HRLU=,버스,원효로3가,126.95832800000001,37.533843,1103057,19,44,9,남영역,126.97091499999999,37.542265,1103071,19,49,58,0,1484,349,++/kL/lVeuVyeJcZnUoMZfiKi4gRlTG1PHzL7u3HRLU=,41110006.0,20171019194409.0
++/kL/lVeuVyeJcZnUoMZfiKi4gRlTG1PHzL7u3HRLU=,지하철,숙대입구역,126.97211999999999,37.544576,1103071,20,4,46,암사역,127.12753400000001,37.550146000000005,1125058,20,54,15,1,17400,2969,++/kL/lVeuVyeJcZnUoMZfiKi4gRlTG1PHzL7u3HRLU=,,20171019200446.0
++/lqOVVxqlTR9A/LcFakgmafY5nVIEALkU1Xk/CoeQ=,지하철,먹골역,127.07773600000002,37.610587,1107065,17,59,37,상봉역,127.085698,37.595728,1107059,18,5,48,0,1900,371,++/lqOVVxqlTR9A/LcFakgmafY5nVIEALkU1Xk/CoeQ=,,20171019175937.0
++/lqOVVxqlTR9A/LcFakgmafY5nVIEALkU1Xk/CoeQ=,지하철,상봉역,127.085698,37.595728,1107059,19,51,33,먹골역,127.07773600000002,37.610587,1107065,20,0,23,0,1900,530,++/lqOVVxqlTR9A/LcFakgmafY5nVIEALkU1Xk/CoeQ=,,20171019195133.0
++/pDf79IY70e2jSjwn0Imm7E1XEQoaEY+P8hdcgSAc=,지하철,남부터미널역,127.01616000000001,37.485199,1122053,16,10,13,장승배기역,126.93900900000001,37.504844,1120052,16,39,23,0,10500,1750,++/pDf79IY70e2jSjwn0Imm7E1XEQoaEY+P8hdcgSAc=,,20171019161013.0
++/wPrFybiQiZVjn0QEZpNxMQ5tJuhYl5EBoQIU+OuQ=,버스,미림여고.미림여자정보과학고,126.93163200000001,37.465070000000004,1121082,5,10,34,미림고개.고시촌입구,126.932,37.467636999999996,1121073,5,11,22,0,299,48,++/wPrFybiQiZVjn0QEZpNxMQ5tJuhYl5EBoQIU+OuQ=,11110242.0,20171019051034.0
